sequence_number,V_allele,D_allele,J_allele
23692,ighv2-70*20,ighd1-20*01,ighj1*01
23693,ighv2-26*03,ighd3-22*01,ighj6*04
23694,ighv4-4*01,ighd3-9*01,ighj4*02
23695,ighv1-8*02,ighd5-5*01,ighj5*01
23696,ighv1-3*03,ighd5-12*01,ighj4*03
23697,ighv3-62*04,ighd2-21*02,ighj4*03
23698,ighv1-69-2*01,ighd5-12*01,ighj4*02
23699,ighv1-69*14,ighd3-22*01,ighj4*03
23700,ighv3-13*01,ighd6-19*01,ighj4*02
23701,ighv1-46*03,ighd3-22*01,ighj4*02
23702,ighv5-51*03,ighd3-16*01,ighj4*02
23703,ighv3-21*02,ighd3-10*01,ighj3*01
23704,ighv3-43*01,ighd4-17*01,ighj4*03
23705,ighv2-70*10,ighd3-3*01,ighj6*04
23706,ighv3-74*02,ighd5-18*01,ighj4*03
23707,ighv3-64d*06,ighd6-25*01,ighj5*01
23708,ighv1-46*03,ighd3-16*01,ighj4*02
23709,ighv1-69*09,ighd4-4*01,ighj4*02
23710,ighv2-70d*14,ighd1-26*01,ighj4*02
23711,ighv1-45*02,ighd3-9*01,ighj4*02
23712,ighv4-31*10,ighd5-18*01,ighj6*04
23713,ighv1-2*07,ighd3-9*01,ighj4*03
23714,ighv3-9*01,ighd6-6*01,ighj4*02
23715,ighv1-24*01,ighd7-27*01,ighj6*04
23716,ighv1-69*09,ighd5-18*01,ighj4*02
23717,ighv3-62*04,ighd6-25*01,ighj4*03
23718,ighv3-48*04,ighd3-16*02,ighj4*03
23719,ighv1-69-2*01,ighd1-1*01,ighj6*04
23720,ighv1-45*02,ighd3-9*01,ighj4*02
23721,ighv1-3*03,ighd3-3*02,ighj4*03
23722,ighv2-70*20,ighd3-3*02,ighj4*03
23723,ighv2-70d*04,ighd6-19*01,ighj6*01
23724,ighv3-20*01,ighd3-22*01,ighj4*03
23725,ighv6-1*02,ighd5-5*01,ighj4*03
23726,ighv7-4-1*01,ighd6-13*01,ighj6*01
23727,ighv1-3*03,ighd3-9*01,ighj5*01
23728,ighv1-58*02,ighd1-20*01,ighj2*01
23729,ighv3-66*03,ighd3-3*01,ighj6*04
23730,ighv1-69-2*01,ighd1-20*01,ighj6*04
23731,ighv6-1*01,ighd5-12*01,ighj3*01
23732,ighv1-69*14,ighd2-8*02,ighj4*03
23733,ighv3-23d*01,ighd1-7*01,ighj4*03
23734,ighv3-23d*01,ighd3-22*01,ighj4*02
23735,ighv4-39*01,ighd2-8*02,ighj4*03
23736,ighv3-73*01,ighd3-9*01,ighj4*03
23737,ighv2-70*20,ighd6-19*01,ighj6*01
23738,ighv4-30-4*02,ighd3-22*01,ighj4*03
23739,ighv1-24*01,ighd1-1*01,ighj4*02
23740,ighv1-2*06,ighd1-26*01,ighj4*02
23741,ighv3-15*06,ighd2-8*02,ighj3*02
23742,ighv2-5*02,ighd1-26*01,ighj6*01
23743,ighv1-8*01,ighd2-21*01,ighj4*02
23744,ighv3-72*01,ighd5-5*01,ighj6*01
23745,ighv1-2*06,ighd2-21*01,ighj4*02
23746,ighv1-46*03,ighd4-4*01,ighj6*04
23747,ighv2-26*03,ighd1-7*01,ighj6*04
23748,ighv2-5*01,ighd1-1*01,ighj3*01
23749,ighv3-23*04,ighd3-3*02,ighj4*03
23750,ighv1-2*07,ighd2-15*01,ighj3*02
23751,ighv1-2*07,ighd1-26*01,ighj3*02
23752,ighv2-5*02,ighd4-4*01,ighj6*01
23753,ighv4-61*02,ighd3-3*01,ighj6*04
23754,ighv1-8*02,ighd7-27*01,ighj4*03
23755,ighv2-70d*14,ighd1-1*01,ighj4*02
23756,ighv3-13*01,ighd4-4*01,ighj3*01
23757,ighv1-2*06,ighd2-15*01,ighj6*04
23758,ighv3-48*03,ighd3-16*01,ighj4*02
23759,ighv1-2*07,ighd3-9*01,ighj4*03
23760,ighv1-3*03,ighd2-15*01,ighj6*01
23761,ighv3-9*02,ighd1-7*01,ighj5*01
23762,ighv4-31*02,ighd2-15*01,ighj4*03
23763,ighv1-58*02,ighd3-9*01,ighj4*03
23764,ighv1-24*01,ighd1-20*01,ighj4*02
23765,ighv1-8*01,ighd3-10*01,ighj6*04
23766,ighv4-30-4*01,ighd3-16*01,ighj6*04
23767,ighv1-58*02,ighd3-3*02,ighj3*02
23768,ighv2-70*20,ighd3-16*02,ighj4*03
23769,ighv1-46*04,ighd3-16*02,ighj3*02
23770,ighv3-21*06,ighd5-18*01,ighj4*03
23771,ighv1-58*02,ighd1-20*01,ighj4*03
23772,ighv1-69d*01,ighd3-3*01,ighj4*02
23773,ighv1-69*09,ighd1-26*01,ighj6*04
23774,ighv1-58*01,ighd2-21*01,ighj4*02
23775,ighv1-69-2*01,ighd5-18*01,ighj4*02
23776,ighv2-5*02,ighd3-16*02,ighj5*01
23777,ighv1-2*07,ighd4-17*01,ighj5*01
23778,ighv7-4-1*01,ighd2-15*01,ighj6*01
23779,ighv1-18*04,ighd3-22*01,ighj5*01
23780,ighv2-26*03,ighd3-22*01,ighj4*02
23781,ighv1-69d*01,ighd3-3*01,ighj3*01
23782,ighv1-2*06,ighd3-10*01,ighj2*01
23783,ighv3-23d*01,ighd4-4*01,ighj2*01
23784,ighv1-18*03,ighd4-17*01,ighj6*04
23785,ighv3-74*03,ighd2-21*01,ighj4*02
23786,ighv1-24*01,ighd2-2*01,ighj4*03
23787,ighv3-9*01,ighd5-12*01,ighj4*02
23788,ighv2-70d*04,ighd6-6*01,ighj4*03
23789,ighv2-70*20,ighd3-9*01,ighj4*03
23790,ighv1-45*01,ighd3-22*01,ighj3*02
23791,ighv3-74*03,ighd6-13*01,ighj4*02
23792,ighv1-69d*01,ighd3-3*02,ighj3*02
23793,ighv1-3*03,ighd3-22*01,ighj4*03
23794,ighv3-64*05,ighd4-4*01,ighj4*02
23795,ighv1-69-2*01,ighd3-16*01,ighj2*01
23796,ighv4-39*01,ighd3-10*02,ighj4*03
23797,ighv3-43d*04,ighd3-3*01,ighj6*04
23798,ighv4-30-2*05,ighd3-3*02,ighj4*03
23799,ighv1-2*06,ighd3-9*01,ighj6*04
23800,ighv2-26*03,ighd2-21*01,ighj3*01
23801,ighv3-20*01,ighd1-1*01,ighj4*03
23802,ighv4-28*05,ighd3-16*01,ighj6*04
23803,ighv4-59*11,ighd3-3*02,ighj3*02
23804,ighv6-1*01,ighd3-3*01,ighj6*04
23805,ighv3-64d*09,ighd1-20*01,ighj3*01
23806,ighv1-69*14,ighd6-19*01,ighj3*02
23807,ighv1-46*03,ighd3-10*01,ighj4*02
23808,ighv2-5*02,ighd2-21*02,ighj4*03
23809,ighv3-73*01,ighd6-6*01,ighj6*01
23810,ighv1-24*01,ighd1-20*01,ighj4*02
23811,ighv3-72*01,ighd1-7*01,ighj3*01
23812,ighv1-18*03,ighd3-9*01,ighj5*02
23813,ighv1-3*03,ighd5-18*01,ighj6*01
23814,ighv2-26*02,ighd3-16*02,ighj3*02
23815,ighv2-70d*14,ighd5-18*01,ighj4*02
23816,ighv1-69d*01,ighd6-6*01,ighj6*01
23817,ighv1-2*07,ighd3-10*02,ighj4*03
23818,ighv1-69d*01,ighd1-1*01,ighj4*03
23819,ighv1-69*14,ighd6-6*01,ighj4*03
23820,ighv3-35*02,ighd3-22*01,ighj4*02
23821,ighv3-64*03,ighd6-19*01,ighj3*02
23822,ighv1-45*02,ighd2-2*02,ighj3*01
23823,ighv3-30-3*03,ighd1-26*01,ighj4*02
23824,ighv2-26*03,ighd5-18*01,ighj3*01
23825,ighv4-39*01,ighd1-26*01,ighj4*03
23826,ighv1-8*02,ighd3-22*01,ighj4*03
23827,ighv3-30-5*02,ighd3-22*01,ighj6*01
23828,ighv3-33*06,ighd3-10*01,ighj4*02
23829,ighv1-3*03,ighd5-12*01,ighj4*03
23830,ighv1-69-2*01,ighd2-15*01,ighj6*01
23831,ighv3-11*05,ighd1-26*01,ighj1*01
23832,ighv3-64*03,ighd4-17*01,ighj4*03
23833,ighv7-4-1*02,ighd3-9*01,ighj6*04
23834,ighv1-46*04,ighd5-12*01,ighj2*01
23835,ighv4-31*10,ighd1-20*01,ighj3*01
23836,ighv1-58*01,ighd6-19*01,ighj4*02
23837,ighv3-48*04,ighd1-7*01,ighj4*03
23838,ighv2-70*20,ighd1-7*01,ighj3*02
23839,ighv2-70*10,ighd6-6*01,ighj3*01
23840,ighv2-70d*14,ighd6-19*01,ighj5*02
23841,ighv3-15*06,ighd3-9*01,ighj3*02
23842,ighv1-69*14,ighd6-13*01,ighj5*01
23843,ighv3-30-5*02,ighd3-3*02,ighj5*01
23844,ighv3-49*05,ighd1-26*01,ighj4*03
23845,ighv1-2*07,ighd3-3*02,ighj6*01
23846,ighv2-26*03,ighd4-4*01,ighj4*02
23847,ighv1-69-2*01,ighd3-9*01,ighj4*03
23848,ighv1-69-2*01,ighd2-2*01,ighj1*01
23849,ighv1-24*01,ighd5-18*01,ighj4*03
23850,ighv3-64d*06,ighd6-13*01,ighj4*03
23851,ighv1-24*01,ighd3-3*01,ighj4*02
23852,ighv1-3*02,ighd6-6*01,ighj5*02
23853,ighv1-3*03,ighd6-6*01,ighj4*03
23854,ighv5-51*07,ighd2-2*01,ighj3*02
23855,ighv3-48*04,ighd3-3*02,ighj6*01
23856,ighv1-58*02,ighd1-1*01,ighj5*01
23857,ighv1-69d*01,ighd5-5*01,ighj4*02
23858,ighv3-30-5*02,ighd5-5*01,ighj4*03
23859,ighv2-5*01,ighd1-20*01,ighj6*04
23860,ighv3-nl1*01,ighd3-9*01,ighj4*03
23861,ighv1-46*04,ighd2-8*02,ighj2*01
23862,ighv1-3*03,ighd6-25*01,ighj5*01
23863,ighv3-30-3*03,ighd6-19*01,ighj4*02
23864,ighv1-46*04,ighd3-22*01,ighj5*01
23865,ighv3-64d*09,ighd3-10*01,ighj5*02
23866,ighv1-69d*01,ighd3-3*01,ighj4*02
23867,ighv1-3*02,ighd4-4*01,ighj5*02
23868,ighv2-70*10,ighd7-27*01,ighj6*04
23869,ighv4-4*01,ighd1-1*01,ighj4*02
23870,ighv3-13*05,ighd1-26*01,ighj5*01
23871,ighv2-26*03,ighd6-25*01,ighj4*02
23872,ighv2-70d*04,ighd1-20*01,ighj5*01
23873,ighv4-30-2*03,ighd3-9*01,ighj4*02
23874,ighv3-11*06,ighd2-2*01,ighj4*03
23875,ighv3-7*03,ighd6-13*01,ighj6*01
23876,ighv1-69-2*01,ighd6-19*01,ighj5*01
23877,ighv1-58*02,ighd3-16*02,ighj4*03
23878,ighv3-48*03,ighd4-17*01,ighj4*02
23879,ighv1-69d*01,ighd2-8*02,ighj6*01
23880,ighv1-46*03,ighd7-27*01,ighj4*02
23881,ighv1-69-2*01,ighd6-19*01,ighj4*02
23882,ighv1-46*03,ighd1-20*01,ighj4*02
23883,ighv1-45*01,ighd6-6*01,ighj5*01
23884,ighv3-48*04,ighd2-8*02,ighj5*01
23885,ighv1-2*06,ighd3-22*01,ighj3*01
23886,ighv1-69d*01,ighd3-22*01,ighj4*02
23887,ighv1-8*01,ighd5-18*01,ighj6*04
23888,ighv1-69*14,ighd6-6*01,ighj3*02
23889,ighv1-69-2*01,ighd3-10*02,ighj4*03
23890,ighv3-30-3*02,ighd6-13*01,ighj2*01
23891,ighv2-5*02,ighd3-10*02,ighj6*01
23892,ighv1-24*01,ighd6-19*01,ighj4*02
23893,ighv2-70d*14,ighd3-16*01,ighj4*02
23894,ighv3-20*01,ighd4-4*01,ighj1*01
23895,ighv1-46*03,ighd5-5*01,ighj5*02
23896,ighv3-66*03,ighd2-21*01,ighj4*02
23897,ighv2-5*01,ighd1-20*01,ighj6*04
23898,ighv1-18*04,ighd3-22*01,ighj4*03
23899,ighv3-7*05,ighd5-12*01,ighj4*02
23900,ighv2-5*02,ighd1-26*01,ighj3*02
23901,ighv2-5*02,ighd2-21*02,ighj4*03
23902,ighv3-73*01,ighd5-18*01,ighj4*03
23903,ighv3-23d*01,ighd2-8*02,ighj3*02
23904,ighv1-58*02,ighd1-26*01,ighj4*03
23905,ighv1-69*14,ighd1-26*01,ighj6*01
23906,ighv4-34*10,ighd3-16*02,ighj4*03
23907,ighv1-2*07,ighd2-2*01,ighj6*01
23908,ighv1-69d*01,ighd2-21*02,ighj3*02
23909,ighv2-26*02,ighd5-5*01,ighj6*01
23910,ighv3-23*04,ighd6-25*01,ighj5*01
23911,ighv1-3*03,ighd3-10*02,ighj4*03
23912,ighv3-23d*01,ighd2-21*01,ighj4*02
23913,ighv1-69d*01,ighd3-16*02,ighj4*03
23914,ighv5-10-1*03,ighd1-26*01,ighj3*01
23915,ighv2-70*10,ighd4-4*01,ighj4*02
23916,ighv3-30*03,ighd6-13*01,ighj4*02
23917,ighv2-70d*04,ighd1-7*01,ighj4*03
23918,ighv3-23*01,ighd6-13*01,ighj5*02
23919,ighv2-70*10,ighd1-1*01,ighj6*04
23920,ighv1-69*09,ighd1-1*01,ighj4*02
23921,ighv4-4*01,ighd3-16*01,ighj6*04
23922,ighv4-30-4*01,ighd5-5*01,ighj4*02
23923,ighv3-72*01,ighd2-8*02,ighj3*02
23924,ighv3-62*04,ighd3-16*02,ighj4*03
23925,ighv1-45*01,ighd1-20*01,ighj6*01
23926,ighv7-4-1*01,ighd6-25*01,ighj3*02
23927,ighv3-74*02,ighd4-4*01,ighj6*01
23928,ighv1-24*01,ighd1-20*01,ighj6*01
23929,ighv4-4*01,ighd4-17*01,ighj6*04
23930,ighv3-20*04,ighd3-22*01,ighj5*02
23931,ighv3-66*01,ighd1-20*01,ighj3*02
23932,ighv2-26*03,ighd1-26*01,ighj5*02
23933,ighv3-35*02,ighd3-10*01,ighj6*04
23934,ighv3-11*05,ighd3-3*01,ighj4*02
23935,ighv2-26*02,ighd4-4*01,ighj2*01
23936,ighv1-69d*01,ighd3-3*02,ighj4*03
23937,ighv2-5*01,ighd1-1*01,ighj4*02
23938,ighv3-73*02,ighd6-19*01,ighj3*01
23939,ighv3-53*02,ighd3-3*02,ighj4*03
23940,ighv1-69*14,ighd6-19*01,ighj4*03
23941,ighv3-20*01,ighd6-25*01,ighj4*03
23942,ighv1-58*01,ighd3-16*01,ighj4*02
23943,ighv1-8*02,ighd2-8*02,ighj4*03
23944,ighv3-74*02,ighd2-8*02,ighj2*01
23945,ighv4-34*10,ighd2-2*01,ighj4*03
23946,ighv2-70*20,ighd3-22*01,ighj4*03
23947,ighv3-15*06,ighd3-10*02,ighj4*03
23948,ighv2-26*03,ighd3-22*01,ighj4*02
23949,ighv6-1*01,ighd3-10*01,ighj4*02
23950,ighv1-58*01,ighd1-20*01,ighj4*02
23951,ighv2-5*01,ighd3-3*01,ighj4*02
23952,ighv3-13*05,ighd5-18*01,ighj6*01
23953,ighv1-18*04,ighd3-10*02,ighj4*03
23954,ighv2-70d*04,ighd2-21*02,ighj4*03
23955,ighv3-21*06,ighd2-15*01,ighj4*03
23956,ighv1-8*01,ighd6-6*01,ighj4*02
23957,ighv4-39*06,ighd4-17*01,ighj3*01
23958,ighv3-9*02,ighd6-19*01,ighj4*03
23959,ighv1-58*02,ighd6-25*01,ighj4*03
23960,ighv3-64*03,ighd3-10*02,ighj6*01
23961,ighv1-69-2*01,ighd3-9*01,ighj4*02
23962,ighv1-69*14,ighd6-6*01,ighj5*01
23963,ighv3-7*05,ighd3-3*01,ighj6*04
23964,ighv1-46*03,ighd6-19*01,ighj5*02
23965,ighv3-30*03,ighd6-25*01,ighj3*01
23966,ighv3-11*05,ighd2-2*02,ighj6*04
23967,ighv3-48*03,ighd3-22*01,ighj6*04
23968,ighv2-5*02,ighd3-16*02,ighj6*01
23969,ighv3-49*01,ighd4-4*01,ighj6*04
23970,ighv1-2*06,ighd3-22*01,ighj4*02
23971,ighv3-21*06,ighd6-6*01,ighj5*01
23972,ighv4-39*06,ighd1-26*01,ighj3*01
23973,ighv3-64*03,ighd1-26*01,ighj5*01
23974,ighv1-69d*01,ighd1-1*01,ighj4*02
23975,ighv1-69d*01,ighd4-4*01,ighj3*01
23976,ighv2-70*20,ighd6-6*01,ighj4*03
23977,ighv3-53*02,ighd4-4*01,ighj4*03
23978,ighv2-70d*14,ighd1-7*01,ighj4*02
23979,ighv1-45*01,ighd3-22*01,ighj4*03
23980,ighv3-15*05,ighd2-2*02,ighj6*04
23981,ighv1-58*01,ighd2-8*01,ighj6*04
23982,ighv3-64d*09,ighd3-16*01,ighj4*02
23983,ighv2-70*10,ighd3-22*01,ighj3*01
23984,ighv1-8*02,ighd1-1*01,ighj4*03
23985,ighv1-69d*01,ighd2-8*02,ighj4*03
23986,ighv2-70d*04,ighd3-10*02,ighj6*01
23987,ighv1-8*01,ighd1-1*01,ighj4*02
23988,ighv1-69d*01,ighd5-5*01,ighj4*02
23989,ighv4-38-2*01,ighd2-21*01,ighj4*02
23990,ighv1-69*14,ighd3-10*02,ighj3*02
23991,ighv2-26*03,ighd2-2*02,ighj4*02
23992,ighv4-39*01,ighd1-1*01,ighj4*03
23993,ighv1-69d*01,ighd3-9*01,ighj4*02
23994,ighv1-45*02,ighd6-6*01,ighj4*02
23995,ighv4-28*06,ighd3-10*02,ighj5*01
23996,ighv1-69d*01,ighd3-9*01,ighj4*03
23997,ighv2-70d*04,ighd3-10*02,ighj6*01
23998,ighv1-3*03,ighd5-18*01,ighj4*03
23999,ighv3-33*06,ighd5-5*01,ighj4*02
24000,ighv2-5*01,ighd2-15*01,ighj6*04
24001,ighv1-2*06,ighd2-2*02,ighj6*04
24002,ighv1-58*01,ighd5-5*01,ighj4*02
24003,ighv1-2*07,ighd3-9*01,ighj6*01
24004,ighv2-5*01,ighd6-19*01,ighj4*02
24005,ighv1-3*03,ighd3-9*01,ighj4*03
24006,ighv1-45*01,ighd3-10*02,ighj4*03
24007,ighv6-1*01,ighd3-22*01,ighj6*04
24008,ighv1-69-2*01,ighd3-10*02,ighj6*01
24009,ighv1-8*01,ighd2-15*01,ighj4*02
24010,ighv3-43*02,ighd4-17*01,ighj4*02
24011,ighv5-10-1*03,ighd6-6*01,ighj3*01
24012,ighv1-58*01,ighd3-10*01,ighj5*02
24013,ighv3-49*05,ighd3-22*01,ighj6*01
24014,ighv1-45*01,ighd1-1*01,ighj4*03
24015,ighv3-20*04,ighd1-1*01,ighj5*02
24016,ighv1-18*03,ighd3-10*01,ighj2*01
24017,ighv1-46*04,ighd3-22*01,ighj4*03
24018,ighv2-5*02,ighd2-2*01,ighj5*01
24019,ighv1-69*09,ighd3-10*01,ighj4*02
24020,ighv2-5*01,ighd4-4*01,ighj5*02
24021,ighv4-39*06,ighd3-3*01,ighj4*02
24022,ighv2-26*02,ighd3-16*02,ighj4*03
24023,ighv1-45*01,ighd6-25*01,ighj4*03
24024,ighv2-70*20,ighd3-3*02,ighj3*02
24025,ighv3-66*03,ighd2-21*01,ighj4*02
24026,ighv3-74*02,ighd6-25*01,ighj4*03
24027,ighv1-69-2*01,ighd3-10*02,ighj3*02
24028,ighv1-69-2*01,ighd2-15*01,ighj6*04
24029,ighv3-62*04,ighd1-1*01,ighj4*03
24030,ighv3-20*04,ighd1-1*01,ighj3*01
24031,ighv3-64*05,ighd5-5*01,ighj4*02
24032,ighv3-64*03,ighd2-21*02,ighj4*03
24033,ighv1-45*01,ighd3-9*01,ighj4*03
24034,ighv1-58*01,ighd1-7*01,ighj4*02
24035,ighv4-30-4*02,ighd3-16*02,ighj4*03
24036,ighv1-69d*01,ighd2-8*01,ighj3*01
24037,ighv3-11*06,ighd1-1*01,ighj3*02
24038,ighv3-72*01,ighd1-26*01,ighj3*01
24039,ighv3-7*05,ighd3-22*01,ighj4*02
24040,ighv1-8*02,ighd4-4*01,ighj6*01
24041,ighv3-11*05,ighd3-9*01,ighj3*01
24042,ighv1-3*02,ighd2-15*01,ighj5*02
24043,ighv1-2*06,ighd4-4*01,ighj2*01
24044,ighv1-8*01,ighd1-1*01,ighj6*04
24045,ighv1-46*03,ighd3-10*01,ighj6*04
24046,ighv2-26*03,ighd6-19*01,ighj3*01
24047,ighv2-70*10,ighd4-17*01,ighj4*02
24048,ighv3-43d*03,ighd5-18*01,ighj3*02
24049,ighv3-66*03,ighd6-19*01,ighj6*04
24050,ighv1-58*02,ighd6-25*01,ighj4*03
24051,ighv2-70d*04,ighd6-6*01,ighj4*03
24052,ighv3-9*01,ighd4-17*01,ighj4*02
24053,ighv1-24*01,ighd1-7*01,ighj3*02
24054,ighv3-9*01,ighd6-6*01,ighj4*02
24055,ighv4-4*08,ighd2-21*02,ighj4*03
24056,ighv1-69d*01,ighd3-10*02,ighj6*01
24057,ighv1-24*01,ighd3-3*02,ighj6*01
24058,ighv2-26*03,ighd4-4*01,ighj2*01
24059,ighv1-18*04,ighd3-10*02,ighj4*03
24060,ighv1-45*01,ighd4-17*01,ighj6*01
24061,ighv1-24*01,ighd5-12*01,ighj4*02
24062,ighv6-1*02,ighd3-16*02,ighj4*03
24063,ighv6-1*01,ighd3-3*01,ighj6*04
24064,ighv1-58*01,ighd1-20*01,ighj6*04
24065,ighv1-46*03,ighd3-3*01,ighj4*02
24066,ighv1-69-2*01,ighd2-21*02,ighj6*01
24067,ighv1-46*03,ighd1-1*01,ighj4*02
24068,ighv1-3*03,ighd5-18*01,ighj4*03
24069,ighv3-49*01,ighd1-26*01,ighj4*02
24070,ighv1-69-2*01,ighd1-20*01,ighj4*02
24071,ighv2-5*02,ighd1-26*01,ighj3*02
24072,ighv6-1*02,ighd4-4*01,ighj3*02
24073,ighv1-24*01,ighd2-8*02,ighj4*03
24074,ighv1-45*02,ighd2-15*01,ighj5*02
24075,ighv3-30-5*02,ighd5-12*01,ighj4*03
24076,ighv3-66*03,ighd5-12*01,ighj5*02
24077,ighv1-18*04,ighd1-26*01,ighj4*03
24078,ighv3-33*02,ighd3-9*01,ighj3*02
24079,ighv4-39*06,ighd6-6*01,ighj4*02
24080,ighv3-23*01,ighd2-21*01,ighj3*01
24081,ighv2-70d*04,ighd6-6*01,ighj4*03
24082,ighv1-2*06,ighd1-20*01,ighj5*02
24083,ighv3-74*03,ighd6-13*01,ighj6*04
24084,ighv1-69-2*01,ighd1-1*01,ighj4*03
24085,ighv3-15*05,ighd3-22*01,ighj4*02
24086,ighv1-8*01,ighd6-25*01,ighj5*02
24087,ighv3-53*01,ighd3-3*01,ighj4*02
24088,ighv3-23d*01,ighd2-21*01,ighj4*02
24089,ighv3-21*06,ighd4-17*01,ighj4*03
24090,ighv2-26*02,ighd2-8*02,ighj6*01
24091,ighv4-61*02,ighd1-7*01,ighj4*02
24092,ighv1-45*01,ighd4-4*01,ighj2*01
24093,ighv2-70*10,ighd6-25*01,ighj6*04
24094,ighv3-23d*01,ighd6-25*01,ighj4*02
24095,ighv4-59*01,ighd3-22*01,ighj5*02
24096,ighv1-69*14,ighd1-1*01,ighj4*03
24097,ighv2-5*01,ighd5-12*01,ighj3*01
24098,ighv1-69*14,ighd6-6*01,ighj5*01
24099,ighv2-5*01,ighd5-12*01,ighj4*02
24100,ighv2-5*01,ighd3-10*01,ighj3*01
24101,ighv3-20*04,ighd1-7*01,ighj6*04
24102,ighv3-30*04,ighd6-6*01,ighj3*02
24103,ighv1-69*09,ighd3-22*01,ighj4*02
24104,ighv2-70*20,ighd3-10*02,ighj2*01
24105,ighv1-3*02,ighd5-18*01,ighj6*04
24106,ighv3-11*06,ighd5-5*01,ighj4*03
24107,ighv1-24*01,ighd4-17*01,ighj6*01
24108,ighv2-70d*14,ighd3-10*01,ighj3*01
24109,ighv1-3*03,ighd3-10*02,ighj4*03
24110,ighv1-24*01,ighd2-8*01,ighj4*02
24111,ighv1-46*03,ighd3-3*01,ighj6*04
24112,ighv3-49*05,ighd1-1*01,ighj6*01
24113,ighv1-24*01,ighd1-7*01,ighj4*03
24114,ighv1-69*09,ighd4-4*01,ighj4*02
24115,ighv3-30-5*02,ighd4-17*01,ighj6*01
24116,ighv2-26*03,ighd2-15*01,ighj3*01
24117,ighv3-64d*09,ighd4-4*01,ighj4*02
24118,ighv1-24*01,ighd6-25*01,ighj6*04
24119,ighv1-58*02,ighd3-16*02,ighj3*02
24120,ighv1-45*01,ighd2-2*01,ighj6*01
24121,ighv1-46*04,ighd3-10*02,ighj4*03
24122,ighv1-45*01,ighd3-16*02,ighj5*01
24123,ighv1-69d*01,ighd3-3*01,ighj5*02
24124,ighv3-62*04,ighd3-3*01,ighj6*04
24125,ighv3-72*01,ighd3-16*01,ighj2*01
24126,ighv3-74*03,ighd3-9*01,ighj5*02
24127,ighv2-5*01,ighd2-21*01,ighj5*02
24128,ighv1-69-2*01,ighd1-7*01,ighj6*04
24129,ighv1-24*01,ighd3-10*02,ighj4*03
24130,ighv4-59*01,ighd6-6*01,ighj4*02
24131,ighv1-2*06,ighd3-22*01,ighj4*02
24132,ighv2-70d*04,ighd5-5*01,ighj5*01
24133,ighv3-30*04,ighd6-25*01,ighj4*03
24134,ighv1-2*06,ighd2-15*01,ighj3*01
24135,ighv1-8*02,ighd3-3*02,ighj4*03
24136,ighv3-21*02,ighd6-25*01,ighj6*04
24137,ighv1-69d*01,ighd2-21*01,ighj5*02
24138,ighv1-58*02,ighd5-12*01,ighj4*03
24139,ighv1-46*03,ighd2-8*01,ighj6*04
24140,ighv1-58*02,ighd6-13*01,ighj4*03
24141,ighv1-69-2*01,ighd3-10*01,ighj4*02
24142,ighv2-70*10,ighd3-22*01,ighj4*02
24143,ighv1-45*02,ighd2-2*02,ighj5*02
24144,ighv3-53*02,ighd2-8*02,ighj3*02
24145,ighv1-3*02,ighd6-13*01,ighj3*01
24146,ighv1-2*07,ighd3-3*02,ighj6*01
24147,ighv1-2*06,ighd3-3*01,ighj4*02
24148,ighv3-48*04,ighd3-9*01,ighj6*01
24149,ighv1-3*03,ighd6-6*01,ighj6*01
24150,ighv1-18*03,ighd3-16*01,ighj6*04
24151,ighv2-5*02,ighd5-12*01,ighj4*03
24152,ighv3-21*06,ighd3-10*02,ighj3*02
24153,ighv2-5*01,ighd5-18*01,ighj6*04
24154,ighv3-73*02,ighd3-16*01,ighj4*02
24155,ighv3-21*06,ighd2-21*02,ighj4*03
24156,ighv3-30*04,ighd4-4*01,ighj6*01
24157,ighv3-49*05,ighd3-16*02,ighj5*01
24158,ighv3-43*01,ighd1-20*01,ighj4*03
24159,ighv2-26*03,ighd5-12*01,ighj4*02
24160,ighv1-8*01,ighd1-26*01,ighj5*02
24161,ighv2-70d*04,ighd6-25*01,ighj4*03
24162,ighv1-46*03,ighd6-13*01,ighj6*04
24163,ighv2-26*02,ighd6-13*01,ighj5*01
24164,ighv3-21*06,ighd4-4*01,ighj4*03
24165,ighv3-9*02,ighd3-22*01,ighj6*01
24166,ighv1-18*03,ighd6-19*01,ighj4*02
24167,ighv3-66*03,ighd3-16*01,ighj4*02
24168,ighv1-24*01,ighd6-6*01,ighj6*04
24169,ighv4-28*06,ighd5-18*01,ighj6*01
24170,ighv1-69*09,ighd1-26*01,ighj4*02
24171,ighv4-59*01,ighd1-1*01,ighj6*04
24172,ighv1-3*02,ighd2-15*01,ighj6*04
24173,ighv3-23*01,ighd6-6*01,ighj4*02
24174,ighv3-49*01,ighd1-7*01,ighj6*04
24175,ighv1-69*14,ighd1-20*01,ighj5*01
24176,ighv6-1*02,ighd1-1*01,ighj6*01
24177,ighv3-11*06,ighd5-18*01,ighj5*01
24178,ighv2-26*03,ighd3-22*01,ighj3*01
24179,ighv1-18*03,ighd3-10*01,ighj3*01
24180,ighv3-72*01,ighd4-17*01,ighj4*03
24181,ighv3-30-5*01,ighd3-22*01,ighj6*04
24182,ighv1-3*02,ighd3-9*01,ighj4*02
24183,ighv4-4*01,ighd1-26*01,ighj6*04
24184,ighv3-7*05,ighd6-25*01,ighj4*02
24185,ighv3-23d*01,ighd5-12*01,ighj4*03
