sequence_number,V_allele,D_allele,J_allele
28581,ighv5-10-1*03,ighd5-5*01,ighj2*01
28582,ighv1-3*03,ighd5-5*01,ighj4*03
28583,ighv2-70d*04,ighd6-13*01,ighj6*01
28584,ighv1-24*01,ighd1-26*01,ighj4*02
28585,ighv1-69d*01,ighd3-22*01,ighj4*03
28586,ighv2-5*02,ighd5-18*01,ighj3*02
28587,ighv1-24*01,ighd5-12*01,ighj4*02
28588,ighv1-8*02,ighd1-26*01,ighj5*01
28589,ighv2-26*02,ighd1-7*01,ighj3*02
28590,ighv1-18*04,ighd1-20*01,ighj4*03
28591,ighv3-73*02,ighd6-6*01,ighj6*04
28592,ighv1-58*01,ighd3-16*01,ighj4*02
28593,ighv7-4-1*01,ighd6-6*01,ighj6*01
28594,ighv5-10-1*03,ighd2-21*01,ighj4*02
28595,ighv1-3*03,ighd2-8*02,ighj4*03
28596,ighv1-46*03,ighd2-8*01,ighj5*02
28597,ighv3-66*03,ighd2-21*01,ighj2*01
28598,ighv2-70d*14,ighd3-22*01,ighj5*02
28599,ighv1-24*01,ighd6-6*01,ighj4*03
28600,ighv1-8*01,ighd3-3*01,ighj5*02
28601,ighv6-1*01,ighd5-18*01,ighj3*01
28602,ighv3-nl1*01,ighd3-9*01,ighj6*01
28603,ighv1-46*04,ighd3-10*02,ighj4*03
28604,ighv4-39*06,ighd2-21*01,ighj4*02
28605,ighv3-11*05,ighd3-3*01,ighj3*01
28606,ighv1-69d*01,ighd5-5*01,ighj2*01
28607,ighv1-2*07,ighd6-25*01,ighj4*03
28608,ighv1-69d*01,ighd1-20*01,ighj6*01
28609,ighv1-69*09,ighd2-2*02,ighj6*04
28610,ighv3-7*05,ighd1-1*01,ighj5*02
28611,ighv3-nl1*01,ighd4-4*01,ighj6*01
28612,ighv1-2*07,ighd3-3*02,ighj6*01
28613,ighv1-46*04,ighd3-22*01,ighj3*02
28614,ighv1-24*01,ighd3-3*01,ighj6*04
28615,ighv3-74*03,ighd6-13*01,ighj4*02
28616,ighv1-2*06,ighd1-26*01,ighj4*02
28617,ighv3-23d*01,ighd3-16*01,ighj5*02
28618,ighv1-18*04,ighd6-13*01,ighj6*01
28619,ighv2-26*02,ighd5-5*01,ighj6*01
28620,ighv1-58*02,ighd6-19*01,ighj6*01
28621,ighv1-18*04,ighd3-3*02,ighj6*01
28622,ighv1-69*14,ighd2-15*01,ighj6*01
28623,ighv3-20*04,ighd5-18*01,ighj4*02
28624,ighv1-69d*01,ighd4-17*01,ighj6*01
28625,ighv1-58*01,ighd3-10*01,ighj3*01
28626,ighv3-62*04,ighd6-25*01,ighj5*02
28627,ighv2-5*01,ighd3-3*01,ighj4*02
28628,ighv3-30-3*03,ighd5-12*01,ighj4*02
28629,ighv3-74*03,ighd4-17*01,ighj4*02
28630,ighv1-18*04,ighd1-20*01,ighj4*03
28631,ighv3-30-5*01,ighd6-6*01,ighj4*02
28632,ighv1-24*01,ighd5-5*01,ighj4*03
28633,ighv3-15*05,ighd5-5*01,ighj4*02
28634,ighv1-69-2*01,ighd1-1*01,ighj6*04
28635,ighv2-5*02,ighd1-26*01,ighj3*02
28636,ighv3-nl1*01,ighd6-13*01,ighj6*01
28637,ighv2-70d*14,ighd3-3*01,ighj4*02
28638,ighv1-18*04,ighd6-6*01,ighj4*03
28639,ighv7-4-1*01,ighd4-17*01,ighj5*01
28640,ighv3-9*01,ighd6-6*01,ighj4*02
28641,ighv1-24*01,ighd1-1*01,ighj6*01
28642,ighv2-70*20,ighd3-9*01,ighj4*03
28643,ighv1-3*03,ighd5-12*01,ighj4*03
28644,ighv2-70*10,ighd6-6*01,ighj6*04
28645,ighv1-69-2*01,ighd1-1*01,ighj4*02
28646,ighv1-24*01,ighd4-17*01,ighj6*01
28647,ighv2-5*01,ighd3-16*01,ighj4*02
28648,ighv2-70*20,ighd2-2*01,ighj4*03
28649,ighv2-5*02,ighd4-17*01,ighj4*03
28650,ighv1-69d*01,ighd6-25*01,ighj6*01
28651,ighv3-20*01,ighd4-17*01,ighj4*03
28652,ighv1-58*01,ighd2-8*01,ighj4*02
28653,ighv2-70*10,ighd4-4*01,ighj4*02
28654,ighv2-5*02,ighd2-8*02,ighj5*01
28655,ighv4-31*10,ighd2-8*01,ighj4*02
28656,ighv2-26*02,ighd1-7*01,ighj4*03
28657,ighv1-46*04,ighd3-10*02,ighj2*01
28658,ighv4-39*01,ighd2-8*02,ighj4*03
28659,ighv2-70d*14,ighd3-9*01,ighj5*02
28660,ighv3-53*02,ighd6-25*01,ighj4*03
28661,ighv1-8*02,ighd4-17*01,ighj5*01
28662,ighv2-26*02,ighd3-3*02,ighj5*01
28663,ighv4-31*10,ighd2-8*01,ighj2*01
28664,ighv2-26*03,ighd5-18*01,ighj4*02
28665,ighv1-24*01,ighd3-22*01,ighj4*02
28666,ighv3-43d*03,ighd2-2*01,ighj4*03
28667,ighv1-18*04,ighd1-1*01,ighj4*03
28668,ighv1-18*03,ighd2-21*01,ighj5*02
28669,ighv2-5*01,ighd5-12*01,ighj4*02
28670,ighv1-69d*01,ighd6-19*01,ighj3*01
28671,ighv3-nl1*01,ighd3-16*01,ighj4*02
28672,ighv4-61*02,ighd2-2*02,ighj4*02
28673,ighv3-43d*04,ighd6-13*01,ighj5*02
28674,ighv1-3*02,ighd3-22*01,ighj5*02
28675,ighv3-30-3*03,ighd3-22*01,ighj4*02
28676,ighv1-2*07,ighd6-13*01,ighj6*01
28677,ighv3-73*02,ighd5-18*01,ighj4*02
28678,ighv5-10-1*03,ighd2-2*02,ighj6*04
28679,ighv1-18*03,ighd6-13*01,ighj2*01
28680,ighv2-5*02,ighd6-25*01,ighj5*01
28681,ighv3-11*06,ighd3-16*02,ighj4*03
28682,ighv3-62*04,ighd5-18*01,ighj4*03
28683,ighv1-45*01,ighd2-21*02,ighj4*03
28684,ighv3-23*04,ighd4-17*01,ighj3*02
28685,ighv1-58*01,ighd2-2*02,ighj3*01
28686,ighv1-8*02,ighd2-15*01,ighj3*02
28687,ighv1-2*06,ighd1-26*01,ighj4*02
28688,ighv1-69d*01,ighd2-2*01,ighj3*02
28689,ighv3-43d*04,ighd4-17*01,ighj5*02
28690,ighv1-3*03,ighd3-3*02,ighj4*03
28691,ighv7-4-1*02,ighd6-25*01,ighj6*04
28692,ighv1-45*01,ighd3-10*02,ighj4*03
28693,ighv1-24*01,ighd3-3*02,ighj4*03
28694,ighv1-45*02,ighd6-13*01,ighj4*02
28695,ighv3-64d*09,ighd5-18*01,ighj4*02
28696,ighv3-62*04,ighd4-4*01,ighj5*01
28697,ighv1-3*03,ighd4-17*01,ighj6*01
28698,ighv1-24*01,ighd3-10*01,ighj1*01
28699,ighv6-1*01,ighd6-19*01,ighj3*01
28700,ighv4-39*06,ighd3-16*01,ighj5*02
28701,ighv1-3*03,ighd6-6*01,ighj4*03
28702,ighv3-15*06,ighd3-3*02,ighj4*03
28703,ighv1-45*01,ighd2-8*02,ighj4*03
28704,ighv2-5*01,ighd1-26*01,ighj4*02
28705,ighv3-53*02,ighd6-13*01,ighj4*03
28706,ighv2-26*02,ighd1-1*01,ighj4*03
28707,ighv1-45*02,ighd3-16*01,ighj3*01
28708,ighv1-69d*01,ighd2-8*02,ighj4*03
28709,ighv2-70*20,ighd5-5*01,ighj3*02
28710,ighv2-26*03,ighd2-2*02,ighj6*04
28711,ighv1-3*02,ighd5-12*01,ighj4*02
28712,ighv3-35*02,ighd2-2*01,ighj6*01
28713,ighv2-26*02,ighd4-4*01,ighj5*01
28714,ighv4-38-2*02,ighd5-18*01,ighj4*03
28715,ighv3-49*05,ighd3-10*02,ighj4*03
28716,ighv1-46*03,ighd6-6*01,ighj4*02
28717,ighv2-5*01,ighd5-5*01,ighj4*02
28718,ighv1-45*02,ighd3-3*01,ighj4*02
28719,ighv1-24*01,ighd6-6*01,ighj6*01
28720,ighv1-2*07,ighd3-10*02,ighj4*03
28721,ighv1-69d*01,ighd3-22*01,ighj4*02
28722,ighv3-23d*01,ighd3-9*01,ighj5*02
28723,ighv1-8*02,ighd3-3*02,ighj4*03
28724,ighv2-70*20,ighd2-2*01,ighj3*02
28725,ighv3-49*01,ighd6-25*01,ighj6*04
28726,ighv1-2*07,ighd3-16*02,ighj4*03
28727,ighv4-39*06,ighd2-2*02,ighj4*02
28728,ighv1-18*03,ighd1-7*01,ighj5*02
28729,ighv1-18*04,ighd3-10*02,ighj5*01
28730,ighv1-69-2*01,ighd2-21*02,ighj4*03
28731,ighv3-48*03,ighd5-5*01,ighj6*04
28732,ighv1-3*03,ighd1-26*01,ighj6*01
28733,ighv4-61*02,ighd3-22*01,ighj4*02
28734,ighv1-24*01,ighd5-5*01,ighj3*02
28735,ighv2-70d*14,ighd1-20*01,ighj3*01
28736,ighv1-69*14,ighd3-10*02,ighj6*01
28737,ighv3-23d*01,ighd6-6*01,ighj5*02
28738,ighv1-45*01,ighd3-9*01,ighj6*01
28739,ighv3-9*01,ighd1-7*01,ighj4*02
28740,ighv2-70d*04,ighd5-5*01,ighj4*03
28741,ighv4-30-2*05,ighd3-3*02,ighj1*01
28742,ighv2-70*10,ighd3-3*01,ighj4*02
28743,ighv4-28*06,ighd5-5*01,ighj4*03
28744,ighv1-2*06,ighd6-6*01,ighj4*02
28745,ighv3-74*02,ighd4-17*01,ighj4*03
28746,ighv4-39*06,ighd3-22*01,ighj4*02
28747,ighv1-69-2*01,ighd1-1*01,ighj2*01
28748,ighv1-69*09,ighd5-5*01,ighj4*02
28749,ighv1-69*14,ighd6-19*01,ighj4*03
28750,ighv1-45*01,ighd5-18*01,ighj6*01
28751,ighv1-46*04,ighd5-18*01,ighj3*02
28752,ighv3-35*02,ighd4-17*01,ighj5*01
28753,ighv3-15*06,ighd5-12*01,ighj4*03
28754,ighv3-73*01,ighd3-22*01,ighj4*03
28755,ighv3-72*01,ighd5-18*01,ighj6*04
28756,ighv1-69d*01,ighd6-6*01,ighj5*01
28757,ighv3-53*01,ighd3-3*01,ighj4*02
28758,ighv3-33*02,ighd2-2*01,ighj4*03
28759,ighv5-51*03,ighd5-12*01,ighj5*02
28760,ighv1-8*01,ighd4-17*01,ighj4*02
28761,ighv3-11*05,ighd3-3*01,ighj5*02
28762,ighv1-8*01,ighd6-13*01,ighj4*02
28763,ighv4-30-4*01,ighd1-7*01,ighj6*04
28764,ighv2-70*20,ighd4-4*01,ighj4*03
28765,ighv1-3*03,ighd3-3*02,ighj6*01
28766,ighv2-70d*14,ighd4-4*01,ighj4*02
28767,ighv3-11*05,ighd2-21*01,ighj4*02
28768,ighv1-69*09,ighd3-3*01,ighj4*02
28769,ighv4-39*06,ighd4-17*01,ighj4*02
28770,ighv2-5*01,ighd3-16*01,ighj4*02
28771,ighv1-24*01,ighd2-2*01,ighj5*01
28772,ighv3-73*01,ighd2-15*01,ighj4*03
28773,ighv3-53*01,ighd1-20*01,ighj4*02
28774,ighv3-72*01,ighd2-15*01,ighj4*02
28775,ighv3-53*01,ighd3-10*01,ighj4*02
28776,ighv2-70*20,ighd3-10*02,ighj4*03
28777,ighv1-69d*01,ighd3-10*02,ighj6*01
28778,ighv3-73*01,ighd1-26*01,ighj6*01
28779,ighv1-46*03,ighd3-3*01,ighj4*02
28780,ighv3-23*04,ighd3-10*02,ighj5*01
28781,ighv3-43*02,ighd6-6*01,ighj4*02
28782,ighv3-9*01,ighd3-16*01,ighj5*02
28783,ighv3-30*04,ighd2-21*02,ighj4*03
28784,ighv4-59*11,ighd3-10*02,ighj5*01
28785,ighv3-nl1*01,ighd5-5*01,ighj6*01
28786,ighv2-26*02,ighd6-6*01,ighj4*03
28787,ighv4-4*01,ighd2-2*02,ighj4*02
28788,ighv1-45*02,ighd5-18*01,ighj4*02
28789,ighv2-70*20,ighd3-9*01,ighj4*03
28790,ighv3-23d*01,ighd2-15*01,ighj5*02
28791,ighv1-24*01,ighd6-25*01,ighj6*01
28792,ighv3-21*06,ighd3-16*02,ighj5*01
28793,ighv1-45*02,ighd6-6*01,ighj4*02
28794,ighv1-58*01,ighd6-6*01,ighj6*04
28795,ighv2-5*02,ighd1-20*01,ighj6*01
28796,ighv1-3*03,ighd6-13*01,ighj5*01
28797,ighv2-5*02,ighd2-8*02,ighj4*03
28798,ighv1-45*02,ighd1-1*01,ighj3*01
28799,ighv3-33*06,ighd1-20*01,ighj4*02
28800,ighv1-18*03,ighd3-16*01,ighj4*02
28801,ighv1-8*01,ighd6-25*01,ighj6*04
28802,ighv4-34*10,ighd6-19*01,ighj5*01
28803,ighv2-5*02,ighd4-4*01,ighj4*03
28804,ighv1-69d*01,ighd6-13*01,ighj4*02
28805,ighv1-8*02,ighd1-1*01,ighj3*02
28806,ighv3-nl1*01,ighd3-16*01,ighj4*02
28807,ighv3-20*04,ighd6-25*01,ighj5*02
28808,ighv3-48*04,ighd3-9*01,ighj4*03
28809,ighv2-26*03,ighd2-21*01,ighj4*02
28810,ighv1-69d*01,ighd3-10*01,ighj4*02
28811,ighv7-4-1*02,ighd3-16*01,ighj6*04
28812,ighv1-2*06,ighd5-5*01,ighj2*01
28813,ighv1-46*04,ighd5-18*01,ighj6*01
28814,ighv3-66*03,ighd2-21*01,ighj6*04
28815,ighv7-4-1*02,ighd1-1*01,ighj5*02
28816,ighv3-20*01,ighd4-17*01,ighj5*01
28817,ighv7-4-1*01,ighd3-3*02,ighj3*02
28818,ighv3-nl1*01,ighd3-9*01,ighj6*01
28819,ighv2-70d*04,ighd2-8*02,ighj4*03
28820,ighv4-39*01,ighd4-17*01,ighj6*01
28821,ighv1-24*01,ighd6-25*01,ighj4*02
28822,ighv2-70*10,ighd3-3*01,ighj4*02
28823,ighv1-69-2*01,ighd1-7*01,ighj4*03
28824,ighv3-33*06,ighd6-25*01,ighj3*01
28825,ighv4-4*01,ighd1-7*01,ighj4*02
28826,ighv1-69d*01,ighd6-25*01,ighj5*01
28827,ighv1-3*02,ighd1-1*01,ighj4*02
28828,ighv1-69*09,ighd5-5*01,ighj5*02
28829,ighv1-69-2*01,ighd6-19*01,ighj6*04
28830,ighv1-18*03,ighd5-5*01,ighj6*04
28831,ighv1-45*01,ighd4-4*01,ighj4*03
28832,ighv4-30-2*05,ighd1-1*01,ighj4*03
28833,ighv2-26*02,ighd2-8*02,ighj4*03
28834,ighv2-70*20,ighd5-5*01,ighj6*01
28835,ighv1-69-2*01,ighd4-17*01,ighj4*03
28836,ighv3-23*01,ighd5-18*01,ighj4*02
28837,ighv1-18*04,ighd6-19*01,ighj4*03
28838,ighv1-3*02,ighd3-16*01,ighj6*04
28839,ighv4-4*01,ighd1-1*01,ighj5*02
28840,ighv1-24*01,ighd2-21*02,ighj4*03
28841,ighv7-4-1*01,ighd6-6*01,ighj4*03
28842,ighv2-5*02,ighd6-13*01,ighj5*01
28843,ighv1-46*04,ighd6-13*01,ighj5*01
28844,ighv2-26*03,ighd3-16*01,ighj4*02
28845,ighv1-3*03,ighd3-3*02,ighj4*03
28846,ighv1-3*03,ighd4-4*01,ighj2*01
28847,ighv1-18*03,ighd1-20*01,ighj5*02
28848,ighv1-69d*01,ighd6-13*01,ighj4*02
28849,ighv1-2*06,ighd3-9*01,ighj4*02
28850,ighv4-59*11,ighd1-20*01,ighj4*03
28851,ighv2-5*01,ighd1-7*01,ighj4*02
28852,ighv5-51*03,ighd3-9*01,ighj4*02
28853,ighv3-23d*01,ighd3-9*01,ighj3*01
28854,ighv1-58*01,ighd6-13*01,ighj4*02
28855,ighv1-8*02,ighd2-21*02,ighj4*03
28856,ighv2-26*03,ighd1-20*01,ighj4*02
28857,ighv1-3*02,ighd5-12*01,ighj4*02
28858,ighv2-5*01,ighd6-13*01,ighj4*02
28859,ighv3-35*02,ighd3-9*01,ighj5*02
28860,ighv3-64*05,ighd3-3*01,ighj4*02
28861,ighv1-69*09,ighd3-22*01,ighj6*04
28862,ighv3-30-3*03,ighd6-25*01,ighj4*02
28863,ighv2-5*02,ighd6-13*01,ighj4*03
28864,ighv1-45*01,ighd4-17*01,ighj5*01
28865,ighv1-45*01,ighd3-16*02,ighj4*03
28866,ighv4-34*09,ighd3-3*01,ighj6*04
28867,ighv1-58*02,ighd4-4*01,ighj4*03
28868,ighv3-9*02,ighd3-16*02,ighj6*01
28869,ighv1-24*01,ighd6-19*01,ighj1*01
28870,ighv1-24*01,ighd6-19*01,ighj6*04
28871,ighv3-72*01,ighd2-8*02,ighj4*03
28872,ighv2-70d*14,ighd3-16*01,ighj5*02
28873,ighv3-23*04,ighd3-3*02,ighj6*01
28874,ighv1-69*14,ighd2-15*01,ighj6*01
28875,ighv3-21*06,ighd1-1*01,ighj6*01
28876,ighv1-3*03,ighd3-9*01,ighj5*01
28877,ighv1-69-2*01,ighd3-22*01,ighj4*03
28878,ighv3-62*04,ighd2-8*01,ighj4*02
28879,ighv3-30-5*02,ighd2-8*02,ighj6*01
28880,ighv2-5*01,ighd5-5*01,ighj6*04
28881,ighv1-69-2*01,ighd2-15*01,ighj1*01
28882,ighv3-23*01,ighd2-2*02,ighj5*02
28883,ighv1-8*02,ighd6-19*01,ighj5*01
28884,ighv1-45*01,ighd6-25*01,ighj4*03
28885,ighv2-26*03,ighd6-13*01,ighj6*04
28886,ighv1-18*03,ighd5-5*01,ighj6*04
28887,ighv1-18*03,ighd5-18*01,ighj4*02
28888,ighv1-2*07,ighd5-5*01,ighj4*03
28889,ighv3-30*03,ighd3-16*01,ighj3*01
28890,ighv2-26*03,ighd5-18*01,ighj3*01
28891,ighv3-73*01,ighd3-10*02,ighj4*03
28892,ighv2-70*20,ighd2-15*01,ighj6*01
28893,ighv1-46*03,ighd2-2*02,ighj6*04
28894,ighv3-64d*06,ighd4-4*01,ighj3*02
28895,ighv2-70d*04,ighd6-19*01,ighj6*01
28896,ighv2-70*10,ighd2-15*01,ighj4*02
28897,ighv5-10-1*04,ighd5-18*01,ighj5*01
28898,ighv1-46*03,ighd2-21*01,ighj5*02
28899,ighv1-8*01,ighd3-16*01,ighj4*02
28900,ighv3-35*02,ighd3-3*02,ighj6*01
28901,ighv1-45*02,ighd3-22*01,ighj4*02
28902,ighv4-30-2*03,ighd6-19*01,ighj3*01
28903,ighv1-46*03,ighd3-22*01,ighj4*02
28904,ighv1-2*07,ighd3-10*02,ighj5*01
28905,ighv3-11*05,ighd3-10*01,ighj4*02
28906,ighv3-7*03,ighd6-6*01,ighj1*01
28907,ighv1-3*02,ighd4-4*01,ighj2*01
28908,ighv1-45*01,ighd4-17*01,ighj4*03
28909,ighv3-30-5*02,ighd3-9*01,ighj4*03
28910,ighv1-8*01,ighd3-3*01,ighj4*02
28911,ighv1-2*06,ighd1-1*01,ighj5*02
28912,ighv3-nl1*01,ighd6-13*01,ighj3*01
28913,ighv3-21*02,ighd6-6*01,ighj3*01
28914,ighv1-3*03,ighd3-22*01,ighj4*03
28915,ighv1-58*01,ighd1-26*01,ighj6*04
28916,ighv2-5*02,ighd6-25*01,ighj4*03
28917,ighv3-30-3*03,ighd2-15*01,ighj3*01
28918,ighv2-70d*04,ighd6-25*01,ighj4*03
28919,ighv2-70*20,ighd6-13*01,ighj4*03
28920,ighv1-3*02,ighd3-16*01,ighj4*02
28921,ighv2-70*10,ighd3-22*01,ighj4*02
28922,ighv2-70*10,ighd3-3*01,ighj3*01
28923,ighv2-5*02,ighd3-10*02,ighj4*03
28924,ighv1-69*14,ighd3-22*01,ighj5*01
28925,ighv1-58*01,ighd3-3*01,ighj4*02
28926,ighv4-30-4*02,ighd5-12*01,ighj4*03
28927,ighv1-45*01,ighd3-22*01,ighj5*01
28928,ighv2-70d*14,ighd2-21*01,ighj4*02
28929,ighv2-26*03,ighd2-2*02,ighj5*02
28930,ighv1-58*02,ighd6-19*01,ighj5*01
28931,ighv2-26*02,ighd2-21*02,ighj5*01
28932,ighv3-nl1*01,ighd3-16*01,ighj4*02
28933,ighv1-69d*01,ighd3-10*02,ighj6*01
28934,ighv2-70d*04,ighd4-4*01,ighj4*03
28935,ighv3-20*01,ighd1-26*01,ighj4*03
28936,ighv1-2*07,ighd2-21*02,ighj4*03
28937,ighv2-70*10,ighd6-25*01,ighj6*04
28938,ighv1-2*07,ighd6-6*01,ighj3*02
28939,ighv1-69d*01,ighd1-7*01,ighj4*03
28940,ighv1-24*01,ighd3-10*02,ighj6*01
28941,ighv2-70*10,ighd5-12*01,ighj4*02
28942,ighv2-5*01,ighd6-25*01,ighj4*02
28943,ighv1-18*03,ighd1-7*01,ighj4*02
28944,ighv3-23d*01,ighd1-1*01,ighj4*03
28945,ighv3-11*06,ighd5-5*01,ighj3*02
28946,ighv2-26*03,ighd1-20*01,ighj4*02
28947,ighv1-45*01,ighd3-9*01,ighj6*01
28948,ighv5-51*03,ighd1-26*01,ighj3*01
28949,ighv1-8*01,ighd3-9*01,ighj4*02
28950,ighv3-43*01,ighd5-18*01,ighj4*03
28951,ighv1-3*03,ighd6-6*01,ighj4*03
28952,ighv1-69*09,ighd6-19*01,ighj5*02
28953,ighv1-45*01,ighd3-3*02,ighj5*01
28954,ighv1-69*09,ighd6-6*01,ighj2*01
28955,ighv1-3*03,ighd4-4*01,ighj3*02
28956,ighv1-18*03,ighd1-26*01,ighj4*02
28957,ighv2-5*02,ighd1-7*01,ighj3*02
28958,ighv2-70d*14,ighd5-12*01,ighj4*02
28959,ighv2-70d*14,ighd6-13*01,ighj4*02
28960,ighv1-8*02,ighd1-1*01,ighj4*03
28961,ighv1-69d*01,ighd3-16*01,ighj3*01
28962,ighv2-26*03,ighd3-9*01,ighj3*01
28963,ighv1-3*02,ighd4-17*01,ighj3*01
28964,ighv7-4-1*02,ighd2-21*01,ighj6*04
28965,ighv4-38-2*01,ighd3-10*01,ighj6*04
28966,ighv3-30-3*03,ighd1-20*01,ighj4*02
28967,ighv2-70*20,ighd6-13*01,ighj4*03
28968,ighv1-45*01,ighd3-16*02,ighj3*02
28969,ighv4-34*10,ighd1-26*01,ighj6*01
28970,ighv1-46*03,ighd2-8*01,ighj4*02
28971,ighv4-30-2*05,ighd6-19*01,ighj4*03
28972,ighv4-31*10,ighd4-4*01,ighj4*02
28973,ighv1-69*14,ighd2-21*02,ighj5*01
28974,ighv1-8*02,ighd3-10*02,ighj4*03
28975,ighv1-18*04,ighd5-18*01,ighj4*03
28976,ighv1-3*03,ighd5-18*01,ighj4*03
28977,ighv3-53*02,ighd1-1*01,ighj3*02
28978,ighv2-70*10,ighd6-19*01,ighj6*04
28979,ighv1-8*01,ighd1-20*01,ighj4*02
28980,ighv1-46*04,ighd3-3*02,ighj5*01
28981,ighv3-30-3*02,ighd3-9*01,ighj6*01
28982,ighv3-48*03,ighd4-4*01,ighj5*02
28983,ighv3-21*02,ighd3-3*01,ighj5*02
28984,ighv3-64*03,ighd1-26*01,ighj6*01
28985,ighv5-51*07,ighd4-4*01,ighj5*01
28986,ighv1-18*04,ighd3-3*02,ighj4*03
28987,ighv7-4-1*02,ighd5-12*01,ighj6*04
28988,ighv7-4-1*01,ighd1-20*01,ighj4*03
28989,ighv6-1*01,ighd6-13*01,ighj5*02
28990,ighv5-51*03,ighd6-19*01,ighj4*02
28991,ighv3-73*01,ighd2-15*01,ighj4*03
28992,ighv3-11*06,ighd6-25*01,ighj5*01
28993,ighv2-26*02,ighd3-22*01,ighj4*03
28994,ighv3-43d*04,ighd2-15*01,ighj5*02
28995,ighv5-10-1*04,ighd1-20*01,ighj4*03
28996,ighv3-72*01,ighd3-10*01,ighj5*02
28997,ighv3-35*02,ighd5-12*01,ighj4*02
28998,ighv5-10-1*03,ighd3-16*01,ighj4*02
28999,ighv2-70d*14,ighd6-25*01,ighj4*02
29000,ighv2-26*02,ighd6-25*01,ighj4*03
29001,ighv1-3*03,ighd2-8*02,ighj4*03
29002,ighv1-2*06,ighd6-19*01,ighj4*02
29003,ighv3-23*04,ighd2-15*01,ighj5*01
29004,ighv1-18*03,ighd5-5*01,ighj2*01
29005,ighv1-46*03,ighd6-6*01,ighj4*02
29006,ighv3-7*03,ighd6-25*01,ighj4*03
29007,ighv3-23d*01,ighd2-8*01,ighj4*02
29008,ighv1-45*01,ighd2-15*01,ighj5*01
29009,ighv3-nl1*01,ighd3-9*01,ighj4*02
29010,ighv3-30-5*02,ighd6-19*01,ighj4*03
29011,ighv3-53*02,ighd3-3*02,ighj6*01
29012,ighv3-73*01,ighd2-2*01,ighj5*01
29013,ighv2-26*02,ighd5-18*01,ighj4*03
29014,ighv3-43*01,ighd5-12*01,ighj6*01
29015,ighv2-70*10,ighd5-12*01,ighj4*02
29016,ighv1-69d*01,ighd4-4*01,ighj4*03
29017,ighv2-26*02,ighd2-8*02,ighj5*01
29018,ighv2-26*02,ighd3-3*02,ighj5*01
29019,ighv1-69-2*01,ighd5-12*01,ighj4*03
29020,ighv1-46*03,ighd3-9*01,ighj4*02
29021,ighv3-64d*06,ighd3-10*02,ighj3*02
29022,ighv2-70*20,ighd1-7*01,ighj6*01
29023,ighv5-10-1*04,ighd2-8*02,ighj5*01
29024,ighv1-3*03,ighd5-18*01,ighj4*03
29025,ighv2-70*20,ighd5-18*01,ighj4*03
29026,ighv1-18*04,ighd2-21*02,ighj6*01
29027,ighv3-66*01,ighd3-10*02,ighj5*01
29028,ighv1-18*04,ighd6-6*01,ighj2*01
29029,ighv3-48*04,ighd1-1*01,ighj3*02
29030,ighv3-64d*06,ighd5-5*01,ighj4*03
29031,ighv2-70d*04,ighd2-21*02,ighj4*03
29032,ighv2-70d*04,ighd3-10*02,ighj2*01
29033,ighv3-48*04,ighd2-21*02,ighj3*02
29034,ighv3-49*05,ighd4-17*01,ighj4*03
29035,ighv1-2*07,ighd2-15*01,ighj4*03
29036,ighv2-5*01,ighd4-4*01,ighj5*02
29037,ighv3-74*02,ighd4-4*01,ighj4*03
29038,ighv6-1*02,ighd6-13*01,ighj3*02
29039,ighv4-39*06,ighd3-16*01,ighj6*04
29040,ighv1-8*02,ighd1-7*01,ighj5*01
29041,ighv3-nl1*01,ighd1-26*01,ighj6*01
29042,ighv3-15*06,ighd1-1*01,ighj6*01
29043,ighv3-66*03,ighd6-6*01,ighj4*02
29044,ighv2-70d*14,ighd1-7*01,ighj1*01
29045,ighv1-69d*01,ighd3-10*02,ighj5*01
29046,ighv1-69-2*01,ighd3-22*01,ighj5*01
29047,ighv4-30-4*02,ighd4-17*01,ighj6*01
29048,ighv3-64d*06,ighd3-22*01,ighj4*03
29049,ighv1-46*03,ighd1-20*01,ighj4*02
29050,ighv1-46*03,ighd3-16*01,ighj4*02
29051,ighv3-43d*03,ighd1-1*01,ighj6*01
29052,ighv5-10-1*03,ighd5-5*01,ighj3*01
29053,ighv1-46*03,ighd3-9*01,ighj4*02
29054,ighv1-2*07,ighd6-6*01,ighj4*03
29055,ighv3-nl1*01,ighd4-4*01,ighj4*02
29056,ighv1-69d*01,ighd3-16*02,ighj3*02
29057,ighv1-46*04,ighd3-16*02,ighj4*03
29058,ighv1-3*02,ighd6-6*01,ighj4*02
29059,ighv1-24*01,ighd3-22*01,ighj4*02
29060,ighv4-4*08,ighd6-19*01,ighj5*01
29061,ighv1-69*14,ighd6-25*01,ighj3*02
29062,ighv2-70d*14,ighd5-18*01,ighj4*02
29063,ighv5-10-1*04,ighd3-9*01,ighj4*03
29064,ighv3-15*05,ighd3-10*01,ighj6*04
29065,ighv1-69d*01,ighd3-16*01,ighj4*02
29066,ighv4-38-2*02,ighd6-19*01,ighj4*03
29067,ighv1-3*02,ighd3-9*01,ighj5*02
29068,ighv1-45*01,ighd3-16*02,ighj4*03
29069,ighv1-69d*01,ighd2-8*02,ighj4*03
29070,ighv1-69d*01,ighd4-17*01,ighj6*01
29071,ighv1-24*01,ighd3-22*01,ighj3*02
29072,ighv3-9*02,ighd2-2*01,ighj3*02
